nomor_cabai,gambar,Panjang_Cabai,berat_cabai,kadar_air,label
17,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 1b_0_2.jpg,5.8,2.83,32.82,Segar
14,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 14b_1_2.jpg,6.3,2.56,43.75,Segar
25,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 25b_1_2.jpg,5.6,2.57,37.35,Segar
30,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 30b_2_2.jpg,4.9,2.36,30.93,Segar
25,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 25b_2_1.jpg,5.6,2.45,34.28,Segar
14,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 14b_1_2.jpg,6.3,2.56,43.75,Segar
7,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 7b_0_2.jpg,5.4,2.28,38.15,Segar
15,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 1b_0_2.jpg,4.9,2.43,33.3,Segar
2,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 2b_0_2.jpg,6.3,2.42,36.77,Segar
14,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 14b_1_2.jpg,6.3,2.56,43.75,Segar
11,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 11b_0_1.jpg,5.5,2.17,45.2,Segar
22,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 22b_0_2.jpg,4.9,1.76,61.36,Segar
30,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 30b_1_1.jpg,4.9,2.55,36.07,Segar
8,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 1b_0_2.jpg,5.5,2.18,49.54,Segar
4,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 4b_0_2.jpg,5.5,1.38,63.76,Segar
2,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 2a_1_2.jpg,6.3,2.63,41.82,Segar
21,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 21b_0_2.jpg,7.0,3.55,41.69,Segar
1,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 1b_0_1.jpg,6.0,2.23,32.28,Segar
20,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 20b_2_1.jpg,7.7,4.25,37.52,Segar
3,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 3a_0_2.jpg,6.2,3.07,37.45,Segar
18,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 18b_1_2.jpg,6.0,2.29,35.8,Segar
21,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 21b_1_2.jpg,7.0,2.29,96.06,Segar
25,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 25b_2_1.jpg,5.6,2.45,34.28,Segar
19,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 19b_0_2.jpg,6.0,2.86,46.5,Segar
10,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 10a_0_1.jpg,5.7,2.66,43.6,Segar
10,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 10a_2_1.jpg,5.7,2.43,38.2,Segar
32,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 32b_0_2.jpg,6.4,4.4,37.72,Segar
11,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 11b_0_1.jpg,5.5,2.0,41.0,Segar
30,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 30a_0_2.jpg,4.9,2.53,35.57,Segar
14,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 14a_0_2.jpg,6.3,2.46,41.4,Segar
13,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 13a_0_2.jpg,6.8,3.51,32.47,Segar
32,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 32b_0_2.jpg,6.4,4.4,37.72,Segar
11,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 11b_0_1.jpg,5.5,2.0,41.0,Segar
22,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 22b_0_2.jpg,4.9,1.76,61.36,Segar
21,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 21b_2_1.jpg,7.0,3.15,34.28,Segar
29,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 29b_0_2.jpg,5.2,2.6,35.76,Segar
16,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 16a_1_2.jpg,5.6,2.51,38.2,Segar
11,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 11b_0_1.jpg,5.5,2.17,45.2,Segar
21,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 21b_2_1.jpg,7.0,3.15,34.28,Segar
11,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 11_2_1.jpg,5.5,2.09,43.5,Segar
30,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 30a_2_1.jpg,4.9,2.45,33.4,Segar
15,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 15a_2_2.jpg,4.9,2.53,35.96,Segar
19,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 19b_0_1.jpg,6.0,2.6,41.15,Segar
8,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 8a_1_2.jpg,5.5,2.06,46.6,Segar
14,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 14a_0_2.jpg,6.3,2.46,41.4,Segar
6,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 6a_1_2.jpg,5.7,2.38,39.49,Segar
17,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 1b_0_2.jpg,5.8,2.83,32.82,Segar
28,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 28b_1_2.jpg,6.2,3.16,32.59,Segar
10,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 1b_0_2.jpg,5.7,2.78,46.0,Segar
21,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 21b_1_2.jpg,7.0,2.29,96.06,Segar
20,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 20b_2_1.jpg,7.7,4.25,37.52,Segar
10,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 1b_0_2.jpg,5.7,2.78,46.0,Segar
6,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 6b_1_1.jpg,5.7,2.28,36.84,Segar
29,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 29b_1_2.jpg,5.2,2.47,32.38,Segar
12,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 12b_1_1.jpg,6.0,2.33,35.1,Segar
27,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 27b_3_2.jpg,6.3,2.75,34.18,Segar
32,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 32b_0_2.jpg,6.4,4.4,37.72,Segar
1,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 1a_0_1.jpg,6.0,2.4,37.08,Segar
10,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 1b_0_2.jpg,5.7,2.78,46.0,Segar
3,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 3b_2_2.jpg,6.2,2.74,29.92,Segar
20,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 20a_0_2.jpg,7.7,4.51,31.7,Segar
14,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 14b_1_2.jpg,6.3,2.56,43.75,Segar
28,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 28b_1_2.jpg,6.2,3.16,32.59,Segar
27,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 27b_3_2.jpg,6.3,2.75,34.18,Segar
15,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 15a_2_2.jpg,4.9,2.53,35.96,Segar
1,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 1a_0_1.jpg,6.0,2.4,37.08,Segar
23,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 23a_2_2.jpg,5.7,2.78,33.09,Segar
24,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 24b_0_2.jpg,7.0,3.5,33.71,Segar
21,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 21b_0_2.jpg,7.0,3.55,41.69,Segar
7,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 1b_0_2.jpg,5.4,2.09,32.55,Segar
24,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 24b_0_2.jpg,7.0,3.5,33.71,Segar
19,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 19b_1_2.jpg,6.0,2.49,38.55,Segar
10,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 1b_0_2.jpg,5.7,2.78,46.0,Segar
13,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 13a_1_1.jpg,6.8,3.41,30.49,Segar
19,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 19b_1_2.jpg,6.0,2.49,38.55,Segar
21,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 21b_0_2.jpg,7.0,3.55,41.69,Segar
32,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 32b_1_2.jpg,6.4,4.6,40.43,Segar
29,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 29b_1_1.jpg,5.2,2.32,28.01,Segar
15,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 1b_0_2.jpg,4.9,2.33,30.47,Segar
18,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 18b_2_2.jpg,6.0,2.21,33.84,Segar
12,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 12a_2_1.jpg,6.0,2.18,30.7,Segar
20,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 20b_2_1.jpg,7.7,4.25,37.52,Segar
32,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 32b_0_2.jpg,6.4,4.4,37.72,Segar
5,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 5a_2_1.jpg,6.7,2.44,39.75,Segar
14,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 14c_1_2.jpg,6.3,2.36,38.9,Segar
24,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 24b_0_2.jpg,7.0,3.94,41.11,Segar
17,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 1b_0_2.jpg,5.8,3.06,37.9,Segar
27,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 27b_0_2.jpg,6.3,2.96,38.85,Segar
13,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 13a_0_2.jpg,6.8,3.51,32.47,Segar
4,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 4a_0_2.jpg,5.5,1.25,60.0,Segar
11,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 11b_0_1.jpg,5.5,2.17,45.2,Segar
3,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 3a_0_2.jpg,6.2,3.07,37.45,Segar
28,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 28a_2_2.jpg,6.2,3.07,30.61,Segar
24,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 24b_0_2.jpg,7.0,3.64,36.26,Segar
19,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 19b_1_2.jpg,6.0,2.49,38.55,Segar
31,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 31b_0_2.jpg,4.8,2.66,42.85,Segar
8,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 8a_0_1.jpg,5.5,2.28,51.75,Segar
32,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 32b_0_2.jpg,6.4,4.83,43.27,Segar
16,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 16a_1_2.jpg,5.6,2.51,38.2,Segar
30,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 30b_2_2.jpg,4.9,2.36,30.93,Segar
28,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 28b_1_2.jpg,6.2,3.16,32.59,Segar
18,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 18c_0_2.jpg,6.0,2.38,38.2,Segar
27,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 27b_1_2.jpg,6.3,2.84,36.26,Segar
27,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 27b_3_2.jpg,6.3,2.75,34.18,Segar
8,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 8a_0_1.jpg,5.5,2.28,51.75,Segar
31,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 31b_0_2.jpg,4.8,2.66,42.85,Segar
18,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 18b_2_2.jpg,6.0,2.21,33.84,Segar
22,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 22b_2_2.jpg,4.9,1.66,59.03,Segar
25,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 25b_0_2.jpg,5.6,2.81,42.7,Segar
31,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 31b_0_2.jpg,4.8,2.66,42.85,Segar
24,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 24b_0_2.jpg,7.0,3.94,41.11,Segar
4,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 4b_0_1.jpg,5.5,1.22,59.01,Segar
13,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 13a_0_2.jpg,6.8,3.51,32.47,Segar
29,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 29b_0_2.jpg,5.2,2.6,35.76,Segar
21,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 21b_2_1.jpg,7.0,3.15,34.28,Segar
4,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 4a_0_2.jpg,5.5,1.25,60.0,Segar
9,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 9a_0_2.jpg,6.6,3.16,46.2,Segar
11,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 11_2_1.jpg,5.5,2.09,43.5,Segar
11,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 11_2_1.jpg,5.5,2.09,43.5,Segar
18,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 18b_1_2.jpg,6.0,2.29,35.8,Segar
28,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 28b_0_2.jpg,6.2,3.28,35.06,Segar
6,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 6a_1_2.jpg,5.7,2.38,39.49,Segar
28,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 28b_0_2.jpg,6.2,3.28,35.06,Segar
9,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 9a_0_1.jpg,6.6,2.89,41.17,Segar
14,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 14f_0_2.jpg,6.3,2.67,46.6,Segar
12,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 12a_2_1.jpg,6.0,2.18,30.7,Segar
21,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 21b_0_2.jpg,7.0,3.55,41.69,Segar
25,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 25b_0_2.jpg,5.6,2.67,39.7,Segar
8,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 1b_0_2.jpg,5.5,2.18,49.54,Segar
32,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 32b_0_2.jpg,6.4,4.4,37.72,Segar
13,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 13a_1_1.jpg,6.8,3.41,30.49,Segar
10,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 10a_2_1.jpg,5.7,2.43,38.2,Segar
1,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 1b_0_2.jpg,6.0,2.14,29.43,Segar
23,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 23b_0_2.jpg,5.7,2.47,24.69,Segar
6,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 6b_1_1.jpg,5.7,2.28,36.84,Segar
23,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 23b_1_2.jpg,5.7,2.88,35.41,Segar
24,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 2b_0_2.jpg,7.0,3.78,38.62,Segar
11,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 11a_0_1.jpg,5.5,2.28,48.2,Segar
4,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 4b_0_1.jpg,5.5,1.22,59.01,Segar
10,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 1b_0_2.jpg,5.7,2.78,46.0,Segar
31,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 31b_0_2.jpg,4.8,2.66,42.85,Segar
4,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 4b_0_1.jpg,5.5,1.22,59.01,Segar
24,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 24b_0_2.jpg,7.0,3.64,36.26,Segar
16,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 16b_2_2.jpg,5.6,2.63,41.09,Segar
18,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 18b_2_2.jpg,6.0,2.21,33.84,Segar
27,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 27b_1_2.jpg,6.3,2.64,31.49,Segar
11,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 11b_0_1.jpg,5.5,2.0,41.0,Segar
32,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 32b_1_2.jpg,6.4,4.6,40.43,Segar
6,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 6a_1_2.jpg,5.7,2.38,39.49,Segar
13,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 13a_0_2.jpg,6.8,3.51,32.47,Segar
21,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 21b_1_2.jpg,7.0,2.29,96.06,Segar
21,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 21b_0_2.jpg,7.0,3.55,41.69,Segar
11,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 11_2_1.jpg,5.5,2.09,43.5,Segar
12,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 12b_1_1.jpg,6.0,2.33,35.1,Segar
7,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 1b_0_2.jpg,5.4,2.09,32.55,Segar
5,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 5f_0_2.jpg,6.7,2.35,37.44,Segar
16,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 16b_1_2.jpg,5.6,2.75,43.6,Segar
2,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 2a_2_2.jpg,6.3,2.52,39.28,Segar
4,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 4b_2_2.jpg,5.5,1.13,55.75,Segar
5,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 5a_2_1.jpg,6.7,2.44,39.75,Segar
28,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 28a_2_2.jpg,6.2,3.07,30.61,Segar
3,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 3b_2_2.jpg,6.2,2.74,29.92,Segar
16,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 16a_1_2.jpg,5.6,2.51,38.2,Segar
13,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 13a_0_2.jpg,6.8,3.51,32.47,Segar
7,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 7b_0_2.jpg,5.4,2.28,38.15,Segar
31,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 31b_2_2.jpg,4.8,2.43,37.44,Segar
1,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 1b_10_2.jpg,6.0,1.51,0.0,Kering
29,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 29a_10_2.jpg,5.2,1.67,0.0,Kering
13,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 13b_10_2.jpg,6.8,2.37,0.0,Kering
23,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 23a_9_2.jpg,5.7,1.97,5.58,Kering
6,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 6a_9_1.jpg,5.7,0.52,1.76,Kering
17,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 17b_7_2.jpg,5.8,2.15,11.61,Kering
11,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 11b_10_2.jpg,5.5,1.18,0.0,Kering
10,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 10b_8_2.jpg,5.7,1.62,7.4,Kering
24,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 24b_10_2.jpg,7.0,2.32,0.0,Kering
3,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 3b_7_2.jpg,6.2,2.03,5.42,Kering
3,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 3a_9_2.jpg,6.2,2.15,10.7,Kering
20,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 20b_9_2.jpg,7.7,3.23,4.64,Kering
5,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 5b_7_1.jpg,6.7,1.67,11.97,Kering
18,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 18b_10_2.jpg,6.0,1.47,0.0,Kering
25,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 25b_10_2.jpg,5.6,1.61,0.0,Kering
10,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 10b_10_2.jpg,5.7,1.5,0.0,Kering
14,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 14b_7_1.jpg,6.3,1.56,7.6,Kering
18,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 18b_7_2.jpg,6.0,1.67,11.9,Kering
31,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 31a_8_2.jpg,4.8,1.73,12.13,Kering
14,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 14a_8_1.jpg,6.3,1.7,15.2,Kering
6,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 6a_9_1.jpg,5.7,0.52,1.76,Kering
26,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 26b_10_2.jpg,5.7,1.7,0.0,Kering
7,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 7a_10_1.jpg,5.4,1.41,0.0,Kering
27,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 27b_8_2.jpg,6.3,2.04,11.27,Kering
16,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 16b_9_2.jpg,5.6,1.67,7.18,Kering
7,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 7a_10_1.jpg,5.4,1.41,0.0,Kering
16,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 16b_10_2.jpg,5.6,1.55,0.0,Kering
24,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 24a_8_2.jpg,7.0,2.65,12.45,Kering
5,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 5b_10_2.jpg,6.7,1.47,0.0,Kering
25,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 25b_8_2.jpg,5.6,1.84,12.5,Kering
27,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 27a_9_2.jpg,6.3,1.91,5.23,Kering
11,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 11b_10_2.jpg,5.5,1.18,0.0,Kering
23,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 23a_10_2.jpg,5.7,1.86,0.0,Kering
19,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 19b_8_2.jpg,6.0,1.79,1.45,Kering
10,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 10b_8_2.jpg,5.7,1.62,7.4,Kering
14,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 14a_8_1.jpg,6.3,1.7,15.2,Kering
30,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 30b_4_2.jpg,4.9,1.83,10.92,Kering
1,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 1b_10_2.jpg,6.0,1.51,0.0,Kering
17,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 17b_7_2.jpg,5.8,2.15,11.61,Kering
25,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 25b_8_2.jpg,5.6,1.84,12.5,Kering
22,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 22b_10_1.jpg,4.9,0.68,0.0,Kering
13,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 13b_9_2.jpg,6.8,2.5,5.2,Kering
12,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 1b_0_2.jpg,6.0,1.7,11.11,Kering
17,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 17b_7_2.jpg,5.8,2.15,11.61,Kering
21,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 21b_9_2.jpg,7.0,2.2,5.9,Kering
5,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 5b_10_2.jpg,6.7,1.47,0.0,Kering
19,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 19b_7_1.jpg,6.0,1.64,6.7,Kering
14,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 14b_7_1.jpg,6.3,1.56,7.6,Kering
5,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 5b_10_2.jpg,6.7,1.47,0.0,Kering
30,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 30b_8_2.jpg,4.9,1.63,0.0,Kering
30,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 30a_1_2.jpg,4.9,1.72,52.32,Kering
17,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 17b_7_2.jpg,5.8,2.15,11.61,Kering
4,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 4a_7_1.jpg,5.5,0.66,2.42,Kering
29,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 29a_8_2.jpg,5.2,1.85,9.72,Kering
12,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 1b_0_2.jpg,6.0,1.59,5.04,Kering
30,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 30b_4_2.jpg,4.9,1.83,10.92,Kering
10,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 10b_8_2.jpg,5.7,1.62,7.4,Kering
15,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 15b_8_2.jpg,4.9,1.7,4.7,Kering
18,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 18b_8_2.jpg,6.0,1.56,5.76,Kering
14,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 14b_7_1.jpg,6.3,1.56,7.6,Kering
1,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 1b_8_1.jpg,6.0,1.68,10.11,Kering
27,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 27b_8_2.jpg,6.3,2.04,11.27,Kering
21,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 21b_9_2.jpg,7.0,2.2,5.9,Kering
28,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 28b_10_2.jpg,6.2,2.13,0.0,Kering
2,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 2b_8_1.jpg,6.3,1.62,5.56,Kering
1,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 1a_9_1.jpg,6.0,1.58,4.43,Kering
26,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 26b_8_2.jpg,5.7,1.89,10.05,Kering
9,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 9b_10_2.jpg,6.6,1.7,0.0,Kering
32,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 32b_7_1.jpg,6.4,3.06,10.45,Kering
16,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 16b_10_2.jpg,5.6,1.55,0.0,Kering
22,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 22b_7_2.jpg,4.9,0.88,2.27,Kering
3,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 3b_10_2.jpg,6.2,1.92,0.0,Kering
8,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 8b_7_1.jpg,5.5,1.34,17.91,Kering
21,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 21b_9_2.jpg,7.0,2.36,12.28,Kering
